id,sku,english,hebrew
1482156,,Treat Kosher Fried Green Chilli,לטפל בצ'ילי ירוק כשר
1482161,,Treat Kosher S'chug,התייחס כשר S'Chug
1482253,,Green Coriander,כוסברה ירוקה
1482254,,Halva Crunch (Dairy),קראנץ 'הלווה (חלב)
1482255,,Lemon Pistachio Flavored Cake (Parve),עוגה בטעם פיסטוק לימון (פרווה)
1482276,100000009772,Must Spermint Gum 58G,חייבים לחניכי זרע 58 גרם
1482383,,Bonjour Challah - 3 pieces (small),חלה בונז'ור - 3 חלקים (קטנים)
1482386,NP14,Strawberry Licorice,ליקריץ תות
1482394,NP17,Strawberry Block Licorice,ליקריץ בלוק תות
1482398,NP12,Thin Watermelon Licorice,ליקריץ מים דק
1482399,NP13,Watermelon Slices Licorice,פרוסות אבטיח ליקוריץ
1480424,4202533,Plant-Based Lightly Sweetened Cream 21%, 250 ml,שמנת ממותקת קלות על בסיס צמח 21%, 250 מל
1482368,FRZNCHK25,Chicken Schnitzel Pack -UK,חבילת שניצל עוף -וק
1482416,4202535,Bottarga Vacuum Packed,בוואקום בוטרגה ארוז
1482417,4202534,Bottarga in Box,Bottarga בתיבה
1480221,1480221,Chocolate,שׁוֹקוֹלַד
1480265,4202539,Cheese Ravioli 400g,גבינה רביולי 400 גרם
1480429,YOGEC27,Milky Whipped Chocolate,שוקולד מקצף חלבי
1480436,4202551,Yoplait Yogurt Drink Strawberry and Melon Flavor,יוגורט יוגורט לשתות תות וטעם מלון
1480437,4202552,Yogurt Drink with Peach and Banana 1.5%,שתיית יוגורט עם אפרסק ובננה 1.5%
1480442,4202564,Fromage Goat Cheese 23% Fat,מגבינת עיזים ממוצא 23% שומן
1480443,4202558,Emek Classic Sliced Cheese 28%,Emek Classic Prsed Cheees 28%
1480445,4202562,Parmesan Wedge Geva 23%,Parmesan Wedge Geva 23%
1480448,4202565,Collection Kasskaval Wedge Gilad 28%,אוסף Kasskaval Wedge Gilad 28%
1480450,4202560,Bulgarian Cheese 24%, 250g,גבינה בולגרית 24%, 250 גרם
1480457,4202557,Emek Yellow Cheese Fingers,אצבעות גבינה צהובות
1480458,4202555,Napoleon Natural Cream Cheese 25%, 225g,גבינת שמנת טבעית של נפוליאון 25%, 225 גרם
1480481,4202561,Scandinavian Sliced Cheese 31%, 170g,גבינה חתוכה סקנדינבית 31%, 170 גרם
1480493,1480493,Dani Choco,דני צ'וקו
1480494,1480494,Dani Vanilla,דני וניל
1480496,4202530,Chocolate Milk Drink,משקה חלב שוקולד
1480497,4202527,Iced Coffee,קפה קר
1480508,4202540,Hummus, 400g,חומוס, 400 גרם
1480510,4202541,Spicy Hummus Salad, 400g,סלט חומוס חריף, 400 גרם
1480512,4202542,Eggplant Liver-Style Salad, 400g,סלט בסגנון כבד חציל, 400 גרם
1480514,4202543,Eggplant Salad with Mayonnaise, 400g,סלט חצילים עם מיונז, 400 גרם
1480518,4202545,Matbucha Salad, 400g,סלט מטבוצ'ה, 400 גרם
1480519,4202546,Roasted Pepper Salad, 400g,סלט פלפל קלוי, 400 גרם
1480520,4202547,Diced Beetroot Salad, 400g,סלט סלק קוביות, 400 גרם
1480521,4202544,Red Cabbage Salad with Mayonnaise, 400g,סלט כרוב אדום עם מיונז, 400 גרם
1480523,4202548,Coleslaw Salad, 500g,סלט קולסלו, 500 גרם
1480553,FRZNCHK11,Premium Chicken Drumstick Pack,חבילת תוף עוף פרימיום
1480574,FRZNCHK91,Boneless Chicken Legs Pack- UK,חבילת רגלי עוף ללא עצמות- בריטניה
1480580,1480580,Premium Whole Turkey - Pack,פרמיום טורקיה שלמה - חבילה
1480637,1480637,Lamb Shoulder Pack - UK,חבילת כתף כבש - בריטניה
1481153,COOK03,Soup Almonds,שקדי מרק
1481179,COOK69,Mini Croutons Osem 250g (12),
1481259,BAKI010,Instant Vanilla Pudding Osem 80g,פודינג וניל מיידי OSEM 80G
1481420,BRED04,Jerusalem Mini Pita,ירושלים מיני פיתה
1481423,BRED05,Jerusalem W.W Pita Bread,ירושלים W.W לחם פיתה
1481427,BRED12,Jerusalem W.W Mini Pita,ירושלים W.W מיני פיתה
1481428,1481428,Jerusalem Bakery Kids Mini Pitta Bread,מאפייה ירושלים ילדים מיני פיטטה לחם
1481533,PSOVR07,Vinegar Essence 1 liter (5%) (Osem) (12),תמצית חומץ 1 ליטר (5%) (OSEM) (12)
1481623,4202549,UHT Milk 3%,חלב UHT 3%
1481681,4202559,Mild Safed Cheese 5%, 200g,גבינה משופעת עדינה 5%, 200 גרם
1481689,Delikfp3,Chicken Franks,פרנקים עוף
1482178,KFPMEATPK34,Chicken, Thighs Pack,עוף, ירכיים חבילה
1482186,KFPMEATPK6,Cowboy Steak Beef Pack,חבילת בקר סטייק קאובוי
1482191,KFPMEATPK12,Ground Beef Lean 2 Lb. Packs,בקר טחון רזה 2 קילוגרם.חבילות
1482196,KFPMEATPK17,Meatballs Pack,חבילת קציצות
1482197,KFPMEATPK18,Middle Chuck Steak - S.Am Pack,סטייק צ'אק אמצע - S.AM Pack
1482198,KFPMEATPK19,Minute Roast Beef - S.Am Pack,דקה צלי בקר - S.AM Pack
1482199,KFPMEATPK20,Minute Steak Beef - S.Am Pack,בקר סטייק דקה - S.AM Pack
1482204,KFPMEATPK25,Shank Kolichel - S.Am Pack,Shank Kolichel - S.Am Pack
1482222,KFPMEATPK47,Asian Strip Steak Beef Skewers - Weiss Pack,שיפודי בקר סטייק סטייק אסייתי - חבילת וייס
1482225,SUSG_PSTRM07,Sliced Smoked Beef Pastrami,פסטרמה של בקר מעושן חתוך
1482226,SUSG_PSTRM557,Sliced Corned Beef,קורנביף חתוך
1482227,SUSG_PSTRM561,Sliced Turkey Variety Pack,חבילת מגוון טורקיה חתוכה
1482391,4202563,Roquefort Wedge Galil 26%,גליל טריז 'רוקפור 26%
1482406,4202532,Sweet Whipping Cream 38%, 250 ml,קרם מקצף מתוק 38%, 250 מל
1482407,4202553,Sour Cream 9%,שמנת חמוצה 9%
1482408,,Gamadim Dairy Snack Strawberry Banana 5%, Pack of 8,חטיבת חלב גמרים בננה תות של 5%, חבילה של 8
1479061,cak_ck22,homemade cake chocolate chocochips 400g (osem) (8),שוקולד שוקולד עוגה תוצרת בית 400 גרם (osem) (8)
1479166,sweet94,"elite until midnight milk chocolate coated biscuit, 200 grams","עלית עד חצות חלב ביסקוויט מצופה שוקולד, 200 גרם"
1479265,"crk,flks05",fitness cracker thin kalamata olive 140g,קרקר כושר קלמטה דק זית 140 גרם
1480299,preckdfd23,cooked chickpeas,חומוס מבושל
1480430,100000014226,"ski yogurt 5%, 250g","יוגורט סקי 5%, 250 גרם"
1480729,cldct69,la del surimi,לה דל סורימי
1480749,1480749,schneider's parve chocolate hazelnut spread,ממרח אגוזי לוז של שניידר של שניידר
1480750,1480750,schneider's milk chocolate hazelnut spread,ממרח אגוזי לוז של שוקולד חלב שניידר
1480760,1480760,"lotus cookie spread, crunchy caramel","ממרח עוגיות לוטוס, קרמל פריך"
1480853,cnnfds06,sweet chili sauce,רוטב צ'ילי מתוק
1480854,cnnfds07,osem teriyaki sauce 290g,רוטב אוסם טריאקי 290 גרם
1480920,cnnfds51,"biscoff creamy spread, 400g","ממרח שמנת של ביסקוף, 400 גרם"
1481008,cnnfds132,sun-dried tomato spread,ממרח עגבניות מיובש
1481023,cnnfds148,thelma mustard 250 grams,חרדל תלמה 250 גרם
1481120,1481120,thousand island dressing,רוֹטֶב אֶלֶף הָאִיִים
1481175,100000008812,couscos fine osem,קוסקוס משובח
1481355,1481355,schneider's chocolate chip cookies,עוגיות השוקולד צ'יפס של שניידר
1481366,cak_ck07,chocolate cookies,עוגיות שוקולד
1481371,cak_ck21,home cake brownie fudge,עוגת בית בראוני פאדג '
1481384,cak_ck50,nature valley honey,דבש בעמק הטבע
1481386,cak_ck13,homemade cake chocolate 400g (osem) (8),שוקולד עוגה תוצרת בית 400 גרם (osem) (8)
1481393,cak_ck19,pinukiot filled with paskez time cream (14),פינוקוט מלא בקרם זמן פסקז (14)
1481402,cak_ck48,smile cookies chocolate,חייך שוקולד עוגיות
1481411,cak_ck58,nature valley crunchy,פריך עמק הטבע
1481415,cak_ck66,nature valley honey *5,דבש עמק הטבע *5
1481417,bred03,jerusalem bakery pita bread,לחם פיתות מאפייה בירושלים
1481429,1481429,jerusalem bakery fit mini pitta bread,מאפייה בירושלים בכושר מיני פיטטה לחם
1481433,100000000229,materna probiotic vanilla porridge 200g,דייסת וניל פרוביוטיקה של מטרנה 200 גרם
1482260,100000009390,patit swedish crackers 300g,קרקרים שוודים של פטיט 300 גרם
1482266,"crk,flks06",fitness cracker thin rosemary 140g,קרקר כושר רוזמרין דק 140 גרם
1482271,"crk,flks10",whole wheat bread,לֶחֶם מָלֵא
1482342,cook06,osem golden breadcrumbs 350g,אוסם פירורי לחם זהב 350 גרם
1482421,,uht milk 3%,חלב uht 3%
1482434,,classic soy sauce,רוטב סויה קלאסי
1482435,,schneiders mayonnaise sauce,שניידרס רוטב מיונז
1482436,,schneiders mashed potatoes,שניידרס מחית תפוחי אדמה
1482437,100000009239,"vinaigrette dressing, 295g","רוטב ויניגרט, 295 גרם"
1482438,,"finely chopped tomatoes, polpa","עגבניות קצוצות דק, פולפה"
1482439,,1kg sifted flour,"קמח מנופה 1 ק""ג"
1482440,,schneiders wholemeal round toast,שניידרס קמח עגול
1482441,,schneiders lady biscuits,שניידרס ליידי ביסקוויטים
1482442,,schneiders original round toast,שניידרס טוסט עגול מקורי
1482443,,schneiders mini tortilla,שניידרס מיני טורטיה
